# Chunk-averaged data for fix allDensity and group ave
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
8000000 33 27000
  1 1.09153 827.156 0.768053
  2 2.09153 843.7 0.783415
  3 3.09153 860.71 0.79921
  4 4.09153 861.244 0.799706
  5 5.09153 847.922 0.787336
  6 6.09153 862.596 0.800961
  7 7.09153 867.348 0.805374
  8 8.09153 858.202 0.796881
  9 9.09153 870.224 0.808044
  10 10.0915 851.104 0.79029
  11 11.0915 851.02 0.790212
  12 12.0915 855.592 0.794458
  13 13.0915 850.156 0.78941
  14 14.0915 856.404 0.795212
  15 15.0915 858.054 0.796744
  16 16.0915 856.786 0.795566
  17 17.0915 852.968 0.792021
  18 18.0915 837.3 0.777473
  19 19.0915 822.13 0.763387
  20 20.0915 809.66 0.751808
  21 21.0915 787.508 0.731238
  22 22.0915 768.596 0.713678
  23 23.0915 750.018 0.696427
  24 24.0915 754.95 0.701007
  25 25.0915 762.4 0.707924
  26 26.0915 756.012 0.701993
  27 27.0915 759.506 0.705237
  28 28.0915 772.358 0.717171
  29 29.0915 785.036 0.728943
  30 30.0915 794.48 0.737712
  31 31.0915 809.83 0.751965
  32 32.0915 824.154 0.765266
  33 33.0915 674.876 0.626654
9000000 33 54000
  1 1.09153 850.675 0.789892
  2 2.09153 855.606 0.794471
  3 3.09153 860.797 0.799291
  4 4.09153 862.179 0.800574
  5 5.09153 851.867 0.790999
  6 6.09153 852.326 0.791425
  7 7.09153 855.717 0.794574
  8 8.09153 851.938 0.791065
  9 9.09153 861.383 0.799835
  10 10.0915 854.433 0.793381
  11 11.0915 853.042 0.79209
  12 12.0915 854.658 0.79359
  13 13.0915 850.253 0.7895
  14 14.0915 851.25 0.790426
  15 15.0915 845.51 0.785096
  16 16.0915 834.786 0.775138
  17 17.0915 823.277 0.764452
  18 18.0915 803.114 0.745729
  19 19.0915 787.543 0.731271
  20 20.0915 782.607 0.726688
  21 21.0915 770.14 0.715111
  22 22.0915 758.187 0.704012
  23 23.0915 749.585 0.696025
  24 24.0915 757.744 0.703601
  25 25.0915 767.536 0.712693
  26 26.0915 771.101 0.716004
  27 27.0915 781.833 0.725969
  28 28.0915 801.304 0.744049
  29 29.0915 813.943 0.755785
  30 30.0915 820.015 0.761423
  31 31.0915 835.414 0.775721
  32 32.0915 840.323 0.78028
  33 33.0915 689.914 0.640618
10000000 33 81000
  1 1.09153 826.247 0.76721
  2 2.09153 832.426 0.772947
  3 3.09153 841.711 0.781569
  4 4.09153 847.836 0.787256
  5 5.09153 845.309 0.784909
  6 6.09153 847.987 0.787396
  7 7.09153 853.783 0.792778
  8 8.09153 856.767 0.795548
  9 9.09153 861.837 0.800256
  10 10.0915 860.759 0.799255
  11 11.0915 857.579 0.796303
  12 12.0915 860.957 0.799439
  13 13.0915 857.446 0.796179
  14 14.0915 851.346 0.790515
  15 15.0915 845.923 0.78548
  16 16.0915 837.384 0.777551
  17 17.0915 829.885 0.770588
  18 18.0915 821.071 0.762403
  19 19.0915 815.173 0.756926
  20 20.0915 807.885 0.75016
  21 21.0915 798.714 0.741644
  22 22.0915 791.197 0.734664
  23 23.0915 782.299 0.726401
  24 24.0915 781.407 0.725573
  25 25.0915 778.197 0.722592
  26 26.0915 773.871 0.718575
  27 27.0915 774.152 0.718837
  28 28.0915 784.907 0.728824
  29 29.0915 795.214 0.738394
  30 30.0915 796.239 0.739346
  31 31.0915 806.011 0.74842
  32 32.0915 810.545 0.75263
  33 33.0915 667.937 0.620211
11000000 33 108000
  1 1.09153 822.497 0.763727
  2 2.09153 823.062 0.764252
  3 3.09153 825.914 0.7669
  4 4.09153 826.382 0.767335
  5 5.09153 820.287 0.761675
  6 6.09153 826.018 0.766997
  7 7.09153 830.222 0.7709
  8 8.09153 832.146 0.772687
  9 9.09153 836.847 0.777052
  10 10.0915 837.672 0.777818
  11 11.0915 839.76 0.779757
  12 12.0915 844.842 0.784476
  13 13.0915 845.967 0.785521
  14 14.0915 845.907 0.785464
  15 15.0915 843.626 0.783347
  16 16.0915 839.542 0.779554
  17 17.0915 837.341 0.77751
  18 18.0915 831.987 0.772539
  19 19.0915 828.772 0.769554
  20 20.0915 824.164 0.765275
  21 21.0915 814.819 0.756598
  22 22.0915 808.297 0.750541
  23 23.0915 803.168 0.745779
  24 24.0915 798.506 0.741451
  25 25.0915 795.297 0.738471
  26 26.0915 793.893 0.737167
  27 27.0915 793.657 0.736948
  28 28.0915 800.331 0.743145
  29 29.0915 811.823 0.753816
  30 30.0915 812.45 0.754399
  31 31.0915 818.1 0.759645
  32 32.0915 817.304 0.758905
  33 33.0915 669.402 0.621571
12000000 33 135000
  1 1.09153 807.973 0.750241
  2 2.09153 809.29 0.751464
