0	10900	
50000	10900	
100000	10900	
150000	10900	
200000	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	
250000	10900	
300000	10870	30	
350000	10900	
400000	10900	
450000	10900	
500000	10900	
550000	10900	
600000	10900	
650000	10900	
700000	10900	
750000	10900	
800000	10900	
850000	10900	
900000	10870	30	
950000	10900	
1000000	10900	
1050000	10900	
1100000	10900	
1150000	10900	
1200000	10900	
1250000	10900	
1300000	10900	
1350000	10900	
1400000	10900	
1450000	10900	
1500000	10870	30	
1550000	10900	
1600000	10900	
1650000	10900	
1700000	10900	
1750000	10900	
1800000	10900	
1850000	10900	
1900000	10900	
1950000	10900	
2000000	10900	
2050000	10900	
2100000	10900	
2150000	10900	
2200000	10900	
2250000	10900	
2300000	10900	
2350000	10900	
2400000	10900	
2450000	10900	
2500000	10900	
2550000	10900	
2600000	10900	
2650000	10900	
2700000	10900	
2750000	10900	
2800000	10900	
2850000	10900	
2900000	10900	
2950000	10900	
3000000	10900	
3050000	10900	
3100000	10900	
3150000	10870	30	
3200000	10900	
3250000	10900	
3300000	10870	30	
3350000	10900	
3400000	10900	
3450000	10900	
3500000	10900	
3550000	10900	
3600000	10900	
3650000	10900	
3700000	10900	
3750000	10900	
3800000	10900	
3850000	10900	
3900000	10900	
3950000	10900	
4000000	10900	
4050000	10900	
4100000	10870	30	
4150000	10900	
4200000	10900	
4250000	10900	
4300000	10900	
4350000	10900	
4400000	10900	
4450000	10900	
4500000	10900	
4550000	10900	
4600000	10900	
4650000	10870	30	
4700000	10900	
4750000	10900	
4800000	10900	
4850000	10900	
4900000	10900	
4950000	10900	
5000000	10900	
5050000	10900	
5100000	10900	
5150000	10870	30	
5200000	10900	
5250000	10900	
5300000	10900	
5350000	10900	
5400000	10900	
5450000	10900	
5500000	10900	
5550000	10900	
5600000	10900	
5650000	10900	
5700000	10900	
5750000	10900	
5800000	10870	30	
5850000	10900	
5900000	10900	
5950000	10900	
6000000	10900	
6050000	10900	
6100000	
