# Time-averaged data for fix rgnetA
# TimeStep c_gyrA
10000 28.9766
20000 28.9897
30000 28.9931
40000 28.991
50000 28.9941
60000 28.9961
70000 28.9954
80000 28.9945
90000 28.9943
100000 28.9951
110000 28.9982
120000 29.001
130000 29.0027
140000 29.0041
150000 29.0048
160000 29.0089
170000 29.0117
180000 29.0146
190000 29.0161
200000 29.0174
210000 29.02
220000 29.022
230000 29.0249
240000 29.0272
250000 29.0284
260000 29.0287
270000 29.0294
280000 29.0307
290000 29.0302
300000 29.0298
310000 29.0302
320000 29.0306
330000 29.0311
340000 29.0318
350000 29.032
360000 29.0319
370000 29.0316
380000 29.0311
390000 29.0294
400000 29.0275
410000 29.0256
420000 29.0237
430000 29.0227
440000 29.0218
450000 29.0208
460000 29.0195
470000 29.018
480000 29.0169
490000 29.0161
500000 29.0157
510000 29.0151
520000 29.0146
530000 29.0144
540000 29.0142
550000 29.0136
560000 29.0133
570000 29.0132
580000 29.0131
590000 29.0132
600000 29.0137
610000 29.0137
620000 29.0136
630000 29.0137
640000 29.014
650000 29.014
660000 29.0144
670000 29.0149
680000 29.0154
690000 29.0158
700000 29.0153
710000 29.0153
720000 29.0154
730000 29.0154
740000 29.0151
750000 29.0144
760000 29.0138
770000 29.0136
780000 29.0134
790000 29.0134
800000 29.0133
810000 29.0133
820000 29.0132
830000 29.0131
840000 29.013
850000 29.0125
860000 29.0121
870000 29.0121
880000 29.0121
890000 29.0122
900000 29.0119
910000 29.0117
920000 29.0118
930000 29.0123
940000 29.0131
950000 29.0137
960000 29.0142
970000 29.0149
980000 29.0157
990000 29.0161
1000000 29.0164
1010000 29.0167
1020000 29.017
1030000 29.0176
1040000 29.0182
1050000 29.0189
1060000 29.0196
1070000 29.0199
1080000 29.02
1090000 29.0203
1100000 29.0205
1110000 29.0208
1120000 29.0209
1130000 29.0209
1140000 29.0211
1150000 29.0215
1160000 29.022
1170000 29.0222
1180000 29.0224
1190000 29.0225
1200000 29.0227
1210000 29.0229
1220000 29.0231
1230000 29.0233
1240000 29.0234
1250000 29.0236
1260000 29.0236
1270000 29.0233
1280000 29.0231
1290000 29.0229
1300000 29.023
1310000 29.0232
1320000 29.0232
1330000 29.0231
1340000 29.0231
1350000 29.0229
1360000 29.0228
1370000 29.0227
1380000 29.0225
1390000 29.0221
1400000 29.022
1410000 29.0218
1420000 29.0217
1430000 29.0215
1440000 29.0212
1450000 29.0213
1460000 29.0214
1470000 29.0213
1480000 29.0212
1490000 29.021
1500000 29.0207
1510000 29.0205
1520000 29.0202
1530000 29.0198
1540000 29.0197
1550000 29.0195
1560000 29.0192
1570000 29.0191
1580000 29.0191
1590000 29.019
1600000 29.019
1610000 29.019
1620000 29.0188
1630000 29.0186
1640000 29.0184
1650000 29.0181
1660000 29.0179
1670000 29.0178
1680000 29.0177
1690000 29.0174
1700000 29.0171
1710000 29.0168
1720000 29.0165
1730000 29.0163
1740000 29.016
1750000 29.0158
1760000 29.0156
1770000 29.0153
1780000 29.015
1790000 29.0149
1800000 29.0149
1810000 29.0148
1820000 29.0148
1830000 29.0147
1840000 29.0145
1850000 29.0143
1860000 29.0142
1870000 29.0141
1880000 29.0139
1890000 29.0138
1900000 29.0137
1910000 29.0135
1920000 29.0133
1930000 29.0133
1940000 29.0134
1950000 29.0134
1960000 29.0134
1970000 29.0132
1980000 29.013
1990000 29.0128
2000000 29.0127
2010000 29.0125
2020000 29.0124
2030000 29.0122
2040000 29.012
2050000 29.0119
2060000 29.0119
2070000 29.0118
2080000 29.0117
2090000 29.0116
2100000 29.0115
2110000 29.0114
2120000 29.0111
2130000 29.0108
2140000 29.0105
2150000 29.0103
2160000 29.0102
2170000 29.0101
2180000 29.01
2190000 29.01
2200000 29.0098
2210000 29.0095
2220000 29.0092
2230000 29.0088
2240000 29.0085
2250000 29.0082
2260000 29.008
2270000 29.0079
2280000 29.0079
2290000 29.0079
2300000 29.0078
2310000 29.0076
2320000 29.0074
2330000 29.007
2340000 29.0067
2350000 29.0062
2360000 29.0057
2370000 29.0053
2380000 29.005
2390000 29.0046
2400000 29.0044
2410000 29.0041
2420000 29.0038
2430000 29.0035
2440000 29.0031
2450000 29.0028
2460000 29.0025
2470000 29.0022
2480000 29.0019
2490000 29.0018
2500000 29.0018
2510000 29.0016
2520000 29.0015
2530000 29.0014
2540000 29.0013
2550000 29.0011
2560000 29.001
2570000 29.0007
2580000 29.0005
2590000 29.0003
2600000 29
2610000 28.9999
2620000 28.9997
2630000 28.9996
2640000 28.9996
2650000 28.9995
2660000 28.9993
2670000 28.9993
2680000 28.9991
2690000 28.9988
2700000 28.9986
2710000 28.9984
2720000 28.9984
2730000 28.9983
2740000 28.9982
2750000 28.9981
2760000 28.9981
2770000 28.998
2780000 28.998
2790000 28.9978
2800000 28.9977
2810000 28.9977
2820000 28.9976
2830000 28.9976
2840000 28.9975
2850000 28.9975
2860000 28.9975
2870000 28.9976
2880000 28.9976
2890000 28.9975
2900000 28.9973
2910000 28.9971
2920000 28.9971
2930000 28.9971
2940000 28.9971
2950000 28.9971
2960000 28.9972
2970000 28.9972
2980000 28.9973
2990000 28.9974
3000000 28.9976
3010000 28.9977
3020000 28.9978
3030000 28.9979
3040000 28.9979
3050000 28.9979
3060000 28.9978
3070000 28.9977
3080000 28.9977
3090000 28.9977
3100000 28.9978
3110000 28.9979
3120000 28.9979
3130000 28.9978
3140000 28.9977
3150000 28.9976
3160000 28.9974
3170000 28.9972
3180000 28.997
3190000 28.9967
3200000 28.9966
3210000 28.9966
3220000 28.9965
3230000 28.9964
3240000 28.9963
3250000 28.9962
3260000 28.9961
3270000 28.996
3280000 28.9959
3290000 28.996
3300000 28.996
3310000 28.9959
3320000 28.9959
3330000 28.9958
3340000 28.9957
3350000 28.9957
3360000 28.9956
3370000 28.9956
3380000 28.9955
3390000 28.9955
3400000 28.9955
3410000 28.9955
3420000 28.9955
3430000 28.9955
3440000 28.9955
3450000 28.9956
3460000 28.9956
3470000 28.9956
3480000 28.9956
3490000 28.9955
3500000 28.9954
3510000 28.9953
