# Chunk-averaged data for fix allDensity and group ave
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
8000000 33 27000
  1 1.07561 817.696 0.757798
  2 2.07561 840.608 0.779031
  3 3.07561 845.566 0.783626
  4 4.07561 836.442 0.775171
  5 5.07561 853.182 0.790684
  6 6.07561 848.088 0.785963
  7 7.07561 824.514 0.764116
  8 8.07561 826.82 0.766253
  9 9.07561 841.26 0.779636
  10 10.0756 854.74 0.792128
  11 11.0756 847.628 0.785537
  12 12.0756 842.396 0.780688
  13 13.0756 841.85 0.780182
  14 14.0756 852.658 0.790199
  15 15.0756 834.302 0.773187
  16 16.0756 814.4 0.754743
  17 17.0756 797.752 0.739315
  18 18.0756 786.946 0.7293
  19 19.0756 784.65 0.727172
  20 20.0756 789.072 0.731271
  21 21.0756 802.83 0.744021
  22 22.0756 808.058 0.748866
  23 23.0756 813.106 0.753544
  24 24.0756 823.55 0.763223
  25 25.0756 835.092 0.773919
  26 26.0756 818.58 0.758617
  27 27.0756 819.446 0.75942
  28 28.0756 816.26 0.756467
  29 29.0756 807.886 0.748706
  30 30.0756 800.162 0.741548
  31 31.0756 793.81 0.735661
  32 32.0756 799.002 0.740473
  33 33.0756 681.648 0.631716
9000000 33 54000
  1 1.07561 804.159 0.745252
  2 2.07561 819.368 0.759347
  3 3.07561 824.883 0.764458
  4 4.07561 819.702 0.759657
  5 5.07561 836.304 0.775043
  6 6.07561 833.586 0.772524
  7 7.07561 815.145 0.755434
  8 8.07561 819.81 0.759757
  9 9.07561 825.416 0.764952
  10 10.0756 832.347 0.771376
  11 11.0756 822.094 0.761874
  12 12.0756 822.651 0.76239
  13 13.0756 828.799 0.768087
  14 14.0756 832.118 0.771163
  15 15.0756 837.63 0.776272
  16 16.0756 829.68 0.768904
  17 17.0756 822.588 0.762331
  18 18.0756 815.6 0.755855
  19 19.0756 815.315 0.755591
  20 20.0756 813.967 0.754342
  21 21.0756 816.878 0.75704
  22 22.0756 823.5 0.763177
  23 23.0756 828.52 0.767829
  24 24.0756 834.762 0.773614
  25 25.0756 839.972 0.778442
  26 26.0756 832.921 0.771907
  27 27.0756 834.481 0.773353
  28 28.0756 828.724 0.768018
  29 29.0756 815.426 0.755694
  30 30.0756 806.11 0.74706
  31 31.0756 796.356 0.738021
  32 32.0756 797.151 0.738758
  33 33.0756 674.037 0.624662
10000000 33 81000
  1 1.07561 802.882 0.744069
  2 2.07561 816.517 0.756705
  3 3.07561 821.967 0.761756
  4 4.07561 812.09 0.752602
  5 5.07561 827.95 0.767301
  6 6.07561 830.009 0.769209
  7 7.07561 814.256 0.75461
  8 8.07561 814.614 0.754942
  9 9.07561 816.618 0.756799
  10 10.0756 821.856 0.761653
  11 11.0756 819.333 0.759315
  12 12.0756 821.337 0.761172
  13 13.0756 826.811 0.766245
  14 14.0756 830.44 0.769608
  15 15.0756 835.666 0.774451
  16 16.0756 831.019 0.770145
  17 17.0756 830.306 0.769484
  18 18.0756 825.944 0.765442
  19 19.0756 823.807 0.763461
  20 20.0756 827.838 0.767197
  21 21.0756 833.491 0.772435
  22 22.0756 842.565 0.780845
  23 23.0756 835.943 0.774708
  24 24.0756 842.459 0.780747
  25 25.0756 845.976 0.784006
  26 26.0756 833.22 0.772185
  27 27.0756 825.011 0.764577
  28 28.0756 819.739 0.759691
  29 29.0756 809.441 0.750147
  30 30.0756 798.817 0.740301
  31 31.0756 791.839 0.733835
  32 32.0756 795.391 0.737126
  33 33.0756 674.848 0.625414
11000000 33 108000
  1 1.07561 812.008 0.752526
  2 2.07561 821.769 0.761573
  3 3.07561 826.036 0.765527
  4 4.07561 818.964 0.758973
  5 5.07561 832.94 0.771925
  6 6.07561 836.447 0.775175
  7 7.07561 822.339 0.7621
  8 8.07561 825.317 0.76486
  9 9.07561 823.389 0.763074
  10 10.0756 830.277 0.769457
  11 11.0756 826.573 0.766024
  12 12.0756 822.169 0.761944
  13 13.0756 822.428 0.762184
  14 14.0756 824.357 0.763971
  15 15.0756 825.176 0.76473
  16 16.0756 819.292 0.759276
  17 17.0756 819.965 0.759901
